area_name,area_short_name,area_match_name,area_type,period,0-14,15-39,40-64,65+,total,median_age
Waitomo District,Waitomo,waitomo,ta,2018,2110,2940,3100,1490,9630,37.9
Waitomo District,Waitomo,waitomo,ta,2019,2100,2890,3070,1530,9600,38.3
Waitomo District,Waitomo,waitomo,ta,2020,2070,2920,3090,1580,9660,38.7
Waitomo District,Waitomo,waitomo,ta,2021,2030,2880,3080,1640,9640,39.2
Wellington City,Wellington,wellington,ta,1996,30600,75700,43000,14100,163400,31.9
Wellington City,Wellington,wellington,ta,2001,31500,76600,48400,14600,171100,32.9
Wellington City,Wellington,wellington,ta,2006,32900,83700,55400,15600,187700,33.1
Wellington City,Wellington,wellington,ta,2013,34100,82800,61600,18900,197500,33.9
Wellington City,Wellington,wellington,ta,2018,33300,91400,64600,21900,211200,33.9
Wellington City,Wellington,wellington,ta,2019,32900,92800,65000,22300,212900,33.9
Wellington City,Wellington,wellington,ta,2020,32600,95100,66000,23000,216700,33.9
Wellington City,Wellington,wellington,ta,2021,31800,95400,66200,23600,217000,34.1
Western Bay of Plenty District,Western Bay of Plenty,western bay of plenty,ta,1996,8600,11000,11200,4800,35600,36.7
Western Bay of Plenty District,Western Bay of Plenty,western bay of plenty,ta,2001,9400,10700,13300,5600,38900,39
Western Bay of Plenty District,Western Bay of Plenty,western bay of plenty,ta,2006,9200,11100,15900,6800,42900,41.7
Western Bay of Plenty District,Western Bay of Plenty,western bay of plenty,ta,2013,9100,10900,16700,8700,45400,44.4
Western Bay of Plenty District,Western Bay of Plenty,western bay of plenty,ta,2018,9800,14000,18500,11100,53300,44.9
Western Bay of Plenty District,Western Bay of Plenty,western bay of plenty,ta,2019,9900,14300,18800,11800,54800,45.2
Western Bay of Plenty District,Western Bay of Plenty,western bay of plenty,ta,2020,10100,15200,19200,12400,57000,45.2
Western Bay of Plenty District,Western Bay of Plenty,western bay of plenty,ta,2021,10200,15500,19400,13000,58100,45.5
Westland District,Westland,westland,ta,1996,1980,3080,2420,970,8450,34.2
Westland District,Westland,westland,ta,2001,1710,2580,2720,980,7990,37.8
Westland District,Westland,westland,ta,2006,1660,2670,3230,1060,8620,39.8
Westland District,Westland,westland,ta,2013,1580,2420,3240,1320,8570,42.4
Westland District,Westland,westland,ta,2018,1450,2580,3220,1580,8830,44.2
Westland District,Westland,westland,ta,2019,1440,2550,3210,1640,8830,44.6
Westland District,Westland,westland,ta,2020,1440,2580,3210,1710,8930,44.7
Westland District,Westland,westland,ta,2021,1400,2560,3180,1770,8910,45.1
Whakatane District,Whakatane,whakatane,ta,1996,9600,12200,8900,3500,34200,31.3
Whakatane District,Whakatane,whakatane,ta,2001,9300,10900,10000,3800,34100,33.4
Whakatane District,Whakatane,whakatane,ta,2006,8600,10400,11100,4300,34500,36
Whakatane District,Whakatane,whakatane,ta,2013,8000,9500,11500,5200,34200,39.1
Whakatane District,Whakatane,whakatane,ta,2018,8200,10600,12000,6300,37100,39.4
Whakatane District,Whakatane,whakatane,ta,2019,8300,10700,12000,6600,37500,39.4
Whakatane District,Whakatane,whakatane,ta,2020,8400,10900,12000,6800,38100,39.3
Whakatane District,Whakatane,whakatane,ta,2021,8400,11000,11800,7200,38400,39.4
Whanganui District,Whanganui,whanganui,ta,1996,11000,15800,12400,6900,46000,34.5
Whanganui District,Whanganui,whanganui,ta,2001,10300,13800,13300,7000,44400,37.2
Whanganui District,Whanganui,whanganui,ta,2006,9400,12800,14100,7500,43800,39.6
Whanganui District,Whanganui,whanganui,ta,2013,8800,11800,14600,8300,43500,42
Whanganui District,Whanganui,whanganui,ta,2018,9100,13100,15100,9500,46800,42.5
Whanganui District,Whanganui,whanganui,ta,2019,9200,13200,15000,9800,47200,42.7
Whanganui District,Whanganui,whanganui,ta,2020,9200,13500,15100,10100,47900,42.7
Whanganui District,Whanganui,whanganui,ta,2021,9200,13600,15100,10400,48400,42.7
Whangarei District,Whangarei,whangarei,ta,1996,17300,23300,19100,8700,68400,33.9
Whangarei District,Whangarei,whangarei,ta,2001,17000,21600,21700,9800,70000,36.6
Whangarei District,Whangarei,whangarei,ta,2006,17200,22800,25200,11400,76500,38.4
Whangarei District,Whangarei,whangarei,ta,2013,18400,22700,28000,14500,83700,40.7
Whangarei District,Whangarei,whangarei,ta,2018,19500,26600,30300,17800,94100,41.1
Whangarei District,Whangarei,whangarei,ta,2019,19600,27200,30600,18300,95600,41.1
Whangarei District,Whangarei,whangarei,ta,2020,19800,28000,30900,19000,97700,41.1
Whangarei District,Whangarei,whangarei,ta,2021,20000,28500,31000,19900,99400,41.2
Albert-Eden Local Board Area,Albert-Eden,albert eden,talb,1996,16400,40100,20600,8900,86100,31.9
Albert-Eden Local Board Area,Albert-Eden,albert eden,talb,2001,17100,40300,24300,8200,90000,32.8
Albert-Eden Local Board Area,Albert-Eden,albert eden,talb,2006,17800,42800,27900,7800,96200,32.7
Albert-Eden Local Board Area,Albert-Eden,albert eden,talb,2013,18600,40500,31800,9100,100000,33.9
Albert-Eden Local Board Area,Albert-Eden,albert eden,talb,2018,17100,43800,32400,10400,103700,34.1
Albert-Eden Local Board Area,Albert-Eden,albert eden,talb,2019,16800,43800,32500,10700,103800,34.3
Albert-Eden Local Board Area,Albert-Eden,albert eden,talb,2020,16600,44000,32700,11300,104600,34.5
Albert-Eden Local Board Area,Albert-Eden,albert eden,talb,2021,16000,42400,32400,11600,102400,35.1
Aotea/Great Barrier Local Board Area,Aotea/Great Barrier,aotea/great barrier,talb,1996,320,410,400,90,1230,35.4
Aotea/Great Barrier Local Board Area,Aotea/Great Barrier,aotea/great barrier,talb,2001,240,280,480,100,1100,41.5
Aotea/Great Barrier Local Board Area,Aotea/Great Barrier,aotea/great barrier,talb,2006,140,190,450,150,940,48.7
Aotea/Great Barrier Local Board Area,Aotea/Great Barrier,aotea/great barrier,talb,2013,160,150,430,210,950,53.2
Aotea/Great Barrier Local Board Area,Aotea/Great Barrier,aotea/great barrier,talb,2018,140,190,410,230,960,52.4
Aotea/Great Barrier Local Board Area,Aotea/Great Barrier,aotea/great barrier,talb,2019,150,200,400,250,990,51.9
Aotea/Great Barrier Local Board Area,Aotea/Great Barrier,aotea/great barrier,talb,2020,150,210,410,260,1030,52
Aotea/Great Barrier Local Board Area,Aotea/Great Barrier,aotea/great barrier,talb,2021,160,220,420,250,1050,52.2
Devonport-Takapuna Local Board Area,Devonport-Takapuna,devonport takapuna,talb,1996,9500,19300,14800,8000,51600,36.2
Devonport-Takapuna Local Board Area,Devonport-Takapuna,devonport takapuna,talb,2001,9600,18500,16700,7600,52300,37.8
Devonport-Takapuna Local Board Area,Devonport-Takapuna,devonport takapuna,talb,2006,10000,19500,18700,7500,55700,38
Devonport-Takapuna Local Board Area,Devonport-Takapuna,devonport takapuna,talb,2013,10700,19100,20000,8800,58500,39.3
Devonport-Takapuna Local Board Area,Devonport-Takapuna,devonport takapuna,talb,2018,10600,20300,20000,9600,60500,39.2
Devonport-Takapuna Local Board Area,Devonport-Takapuna,devonport takapuna,talb,2019,10500,20200,20000,9800,60600,39.5
Devonport-Takapuna Local Board Area,Devonport-Takapuna,devonport takapuna,talb,2020,10400,20100,20300,10200,61000,40
Devonport-Takapuna Local Board Area,Devonport-Takapuna,devonport takapuna,talb,2021,10000,19300,20100,10500,59900,40.7
Franklin Local Board Area,Franklin,franklin,talb,1996,12200,17600,13800,4800,48400,33.3
Franklin Local Board Area,Franklin,franklin,talb,2001,13100,17300,17100,5300,52900,35.7
Franklin Local Board Area,Franklin,franklin,talb,2006,14400,18600,21200,6400,60600,37.4
Franklin Local Board Area,Franklin,franklin,talb,2013,15200,19100,24800,9300,68300,39.9
Franklin Local Board Area,Franklin,franklin,talb,2018,16100,22600,27400,11600,77700,40.2
Franklin Local Board Area,Franklin,franklin,talb,2019,16300,23100,27800,12100,79300,40.3
Franklin Local Board Area,Franklin,franklin,talb,2020,16500,23700,28300,12800,81400,40.4
Franklin Local Board Area,Franklin,franklin,talb,2021,16800,23900,28700,13300,82800,40.6
Henderson-Massey Local Board Area,Henderson-Massey,henderson massey,talb,1996,21100,34100,20200,6800,82200,30.1
Henderson-Massey Local Board Area,Henderson-Massey,henderson massey,talb,2001,23000,35700,24100,8100,90900,31.4
Henderson-Massey Local Board Area,Henderson-Massey,henderson massey,talb,2006,25000,39700,29400,9700,103700,32.4
Henderson-Massey Local Board Area,Henderson-Massey,henderson massey,talb,2013,26300,41600,33800,11800,113500,33.1
Henderson-Massey Local Board Area,Henderson-Massey,henderson massey,talb,2018,27600,48000,36100,12900,124600,33.1
Henderson-Massey Local Board Area,Henderson-Massey,henderson massey,talb,2019,28100,48600,36800,13100,126600,33.4
Henderson-Massey Local Board Area,Henderson-Massey,henderson massey,talb,2020,28600,49400,37500,13600,129100,33.6
Henderson-Massey Local Board Area,Henderson-Massey,henderson massey,talb,2021,28700,49200,37700,13900,129600,33.9
Hibiscus and Bays Local Board Area,Hibiscus and Bays,hibiscus and bays,talb,1996,14200,22700,21200,9900,68000,37.4
Hibiscus and Bays Local Board Area,Hibiscus and Bays,hibiscus and bays,talb,2001,15600,23700,24900,10900,75100,38.6
Hibiscus and Bays Local Board Area,Hibiscus and Bays,hibiscus and bays,talb,2006,17100,26100,29500,12600,85200,39.6
Hibiscus and Bays Local Board Area,Hibiscus and Bays,hibiscus and bays,talb,2013,17700,26500,33400,16400,94000,42.1
Hibiscus and Bays Local Board Area,Hibiscus and Bays,hibiscus and bays,talb,2018,20000,32900,36600,18900,108500,41
Hibiscus and Bays Local Board Area,Hibiscus and Bays,hibiscus and bays,talb,2019,20700,33400,37300,19600,110900,40.9
Hibiscus and Bays Local Board Area,Hibiscus and Bays,hibiscus and bays,talb,2020,21100,33800,38300,20400,113600,41.2
Hibiscus and Bays Local Board Area,Hibiscus and Bays,hibiscus and bays,talb,2021,21200,33600,38700,21100,114500,41.6
Howick Local Board Area,Howick,howick,talb,1996,16700,29900,26000,8400,80900,35.1
Howick Local Board Area,Howick,howick,talb,2001,20700,34600,32100,10000,97300,35.9
Howick Local Board Area,Howick,howick,talb,2006,24500,42900,39600,12100,119100,35.8
Howick Local Board Area,Howick,howick,talb,2013,26300,45800,46200,16800,135000,37.5
Howick Local Board Area,Howick,howick,talb,2018,28400,52300,48700,20100,149400,37.3
Howick Local Board Area,Howick,howick,talb,2019,28600,52700,49400,20800,151600,37.6
Howick Local Board Area,Howick,howick,talb,2020,29100,53600,50400,21900,154900,37.9
Howick Local Board Area,Howick,howick,talb,2021,29000,52600,50300,22600,154500,38.3
Kaipātiki Local Board Area,Kaipātiki,kaipatiki,talb,1996,15500,31300,21200,6800,74700,32.5
Kaipātiki Local Board Area,Kaipātiki,kaipatiki,talb,2001,16300,31500,23100,7200,78200,33.7
Kaipātiki Local Board Area,Kaipātiki,kaipatiki,talb,2006,16200,34300,25200,7900,83600,34.1
Kaipātiki Local Board Area,Kaipātiki,kaipatiki,talb,2013,16800,33400,26800,9900,87000,35
Kaipātiki Local Board Area,Kaipātiki,kaipatiki,talb,2018,17000,37900,27300,10700,92900,34.7
Kaipātiki Local Board Area,Kaipātiki,kaipatiki,talb,2019,17000,37800,27500,10900,93300,35
Kaipātiki Local Board Area,Kaipātiki,kaipatiki,talb,2020,17200,37600,27700,11300,93800,35.3
Kaipātiki Local Board Area,Kaipātiki,kaipatiki,talb,2021,17000,36200,27700,11500,92400,35.8
Māngere-Ōtāhuhu Local Board Area,Māngere-Ōtāhuhu,mangere otahuhu,talb,1996,18500,25300,13600,4000,61400,26.7
Māngere-Ōtāhuhu Local Board Area,Māngere-Ōtāhuhu,mangere otahuhu,talb,2001,20000,25200,15100,4300,64600,27.2
Māngere-Ōtāhuhu Local Board Area,Māngere-Ōtāhuhu,mangere otahuhu,talb,2006,21200,28200,18100,4900,72500,27.4
Māngere-Ōtāhuhu Local Board Area,Māngere-Ōtāhuhu,mangere otahuhu,talb,2013,21300,27900,20100,6000,75300,28
Māngere-Ōtāhuhu Local Board Area,Māngere-Ōtāhuhu,mangere otahuhu,talb,2018,21400,32300,22100,7000,82700,29.1
Māngere-Ōtāhuhu Local Board Area,Māngere-Ōtāhuhu,mangere otahuhu,talb,2019,21700,32900,22500,7100,84300,29.4
Māngere-Ōtāhuhu Local Board Area,Māngere-Ōtāhuhu,mangere otahuhu,talb,2020,21900,33500,23100,7500,86100,29.8
Māngere-Ōtāhuhu Local Board Area,Māngere-Ōtāhuhu,mangere otahuhu,talb,2021,21900,33600,23500,7700,86700,30.2
Manurewa Local Board Area,Manurewa,manurewa,talb,1996,17700,25400,13200,3800,60100,27.7
Manurewa Local Board Area,Manurewa,manurewa,talb,2001,20200,27300,16900,4600,69100,29
Manurewa Local Board Area,Manurewa,manurewa,talb,2006,23300,31200,21400,5700,81600,28.8
Manurewa Local Board Area,Manurewa,manurewa,talb,2013,23500,32000,24300,7200,87000,29.5
Manurewa Local Board Area,Manurewa,manurewa,talb,2018,25500,40300,26800,8300,100900,29.6
Manurewa Local Board Area,Manurewa,manurewa,talb,2019,25900,41200,27300,8600,102900,29.9
Manurewa Local Board Area,Manurewa,manurewa,talb,2020,26600,42300,27800,9000,105800,30.2
Manurewa Local Board Area,Manurewa,manurewa,talb,2021,27100,42600,28200,9400,107300,30.5
Maungakiekie-Tāmaki Local Board Area,Maungakiekie-Tāmaki,maungakiekie tamaki,talb,1996,14900,26200,14000,6700,61700,30.9
Maungakiekie-Tāmaki Local Board Area,Maungakiekie-Tāmaki,maungakiekie tamaki,talb,2001,15500,27900,16700,6300,66400,31.7
Maungakiekie-Tāmaki Local Board Area,Maungakiekie-Tāmaki,maungakiekie tamaki,talb,2006,15600,29600,19000,6100,70400,32.3
Maungakiekie-Tāmaki Local Board Area,Maungakiekie-Tāmaki,maungakiekie tamaki,talb,2013,16100,28800,21300,7500,73700,33.2
Maungakiekie-Tāmaki Local Board Area,Maungakiekie-Tāmaki,maungakiekie tamaki,talb,2018,15800,33800,22400,8500,80500,33.1
Maungakiekie-Tāmaki Local Board Area,Maungakiekie-Tāmaki,maungakiekie tamaki,talb,2019,16200,34400,22800,8800,82100,33.3
Maungakiekie-Tāmaki Local Board Area,Maungakiekie-Tāmaki,maungakiekie tamaki,talb,2020,16100,34800,23200,9100,83300,33.6
Maungakiekie-Tāmaki Local Board Area,Maungakiekie-Tāmaki,maungakiekie tamaki,talb,2021,15900,34500,23300,9400,83100,34
Ōrākei Local Board Area,Ōrākei,orakei,talb,1996,13000,27200,21400,9400,70900,35.8
Ōrākei Local Board Area,Ōrākei,orakei,talb,2001,13300,26200,24000,9500,73000,37.5
Ōrākei Local Board Area,Ōrākei,orakei,talb,2006,14600,27000,26500,10200,78400,38
Ōrākei Local Board Area,Ōrākei,orakei,talb,2013,15900,26100,29400,12300,83700,39.9
Ōrākei Local Board Area,Ōrākei,orakei,talb,2018,15700,28200,30000,13800,87700,39.9
Ōrākei Local Board Area,Ōrākei,orakei,talb,2019,15500,28300,29900,14300,88000,40.1
Ōrākei Local Board Area,Ōrākei,orakei,talb,2020,15500,29100,30300,14900,89800,40.2
Ōrākei Local Board Area,Ōrākei,orakei,talb,2021,15100,28700,30000,15300,89100,40.7
Ōtara-Papatoetoe Local Board Area,Ōtara-Papatoetoe,otara papatoetoe,talb,1996,19200,27900,15200,5500,67800,27.6
Ōtara-Papatoetoe Local Board Area,Ōtara-Papatoetoe,otara papatoetoe,talb,2001,20500,27300,16900,5700,70400,28.4
Ōtara-Papatoetoe Local Board Area,Ōtara-Papatoetoe,otara papatoetoe,talb,2006,21200,30000,19500,5900,76600,28.7
Ōtara-Papatoetoe Local Board Area,Ōtara-Papatoetoe,otara papatoetoe,talb,2013,20800,31300,21300,6800,80300,29.1
Ōtara-Papatoetoe Local Board Area,Ōtara-Papatoetoe,otara papatoetoe,talb,2018,21600,38500,23100,7400,90500,29.2
Ōtara-Papatoetoe Local Board Area,Ōtara-Papatoetoe,otara papatoetoe,talb,2019,21900,39000,23400,7600,92000,29.5
Ōtara-Papatoetoe Local Board Area,Ōtara-Papatoetoe,otara papatoetoe,talb,2020,22500,39400,24000,7900,93700,29.9
Ōtara-Papatoetoe Local Board Area,Ōtara-Papatoetoe,otara papatoetoe,talb,2021,22700,38500,24200,8100,93500,30.4
Papakura Local Board Area,Papakura,papakura,talb,1996,9700,15100,9700,3500,38000,30.3
Papakura Local Board Area,Papakura,papakura,talb,2001,10000,14400,10800,3800,38900,31.6
Papakura Local Board Area,Papakura,papakura,talb,2006,10800,15600,12400,4400,43100,32.4
Papakura Local Board Area,Papakura,papakura,talb,2013,11800,16700,14200,5400,48200,32.6
Papakura Local Board Area,Papakura,papakura,talb,2018,14300,23900,16700,6300,61100,31.8
Papakura Local Board Area,Papakura,papakura,talb,2019,15000,24800,17100,6500,63400,31.9
Papakura Local Board Area,Papakura,papakura,talb,2020,15800,26500,17700,6800,66800,32
Papakura Local Board Area,Papakura,papakura,talb,2021,16600,27400,18200,7000,69300,32.2
Puketāpapa Local Board Area,Puketāpapa,puketapapa,talb,1996,10200,18200,12000,5800,46100,32.8
Puketāpapa Local Board Area,Puketāpapa,puketapapa,talb,2001,10700,19300,14100,5700,49800,33.6
Puketāpapa Local Board Area,Puketāpapa,puketapapa,talb,2006,10700,21200,16200,5900,53900,33.6
Puketāpapa Local Board Area,Puketāpapa,puketapapa,talb,2013,10600,21800,17500,6400,56300,34.1
Puketāpapa Local Board Area,Puketāpapa,puketapapa,talb,2018,10500,25400,17700,7300,60900,33.8
Puketāpapa Local Board Area,Puketāpapa,puketapapa,talb,2019,10500,25500,17800,7600,61400,34.1
Puketāpapa Local Board Area,Puketāpapa,puketapapa,talb,2020,10700,25700,18000,8000,62400,34.4
Puketāpapa Local Board Area,Puketāpapa,puketapapa,talb,2021,10500,24800,18000,8300,61500,35.1
Rodney Local Board Area,Rodney,rodney,talb,1996,9300,12900,12400,4300,39000,35.9
Rodney Local Board Area,Rodney,rodney,talb,2001,10400,13400,15200,5100,44100,37.7
Rodney Local Board Area,Rodney,rodney,talb,2006,11500,14700,18700,6100,51000,39.3
Rodney Local Board Area,Rodney,rodney,talb,2013,11900,14700,21700,9000,57300,42.3
Rodney Local Board Area,Rodney,rodney,talb,2018,13600,19400,24700,11400,69100,42
Rodney Local Board Area,Rodney,rodney,talb,2019,14000,20000,25300,12000,71200,41.9
Rodney Local Board Area,Rodney,rodney,talb,2020,14500,21200,26200,12600,74400,41.7
Rodney Local Board Area,Rodney,rodney,talb,2021,14900,21800,26700,13200,76700,41.7
Upper Harbour Local Board Area,Upper Harbour,upper harbour,talb,1996,5700,10500,6600,1600,24300,32.2
Upper Harbour Local Board Area,Upper Harbour,upper harbour,talb,2001,7800,13200,10400,2300,33700,33.5
Upper Harbour Local Board Area,Upper Harbour,upper harbour,talb,2006,9600,16800,14800,3900,45100,35.1
Upper Harbour Local Board Area,Upper Harbour,upper harbour,talb,2013,11000,20400,19500,5900,56800,35.8
Upper Harbour Local Board Area,Upper Harbour,upper harbour,talb,2018,12000,25900,21000,8000,66800,35.7
Upper Harbour Local Board Area,Upper Harbour,upper harbour,talb,2019,12400,26300,21400,8500,68700,36.2
Upper Harbour Local Board Area,Upper Harbour,upper harbour,talb,2020,12900,26600,21900,9300,70800,36.7
Upper Harbour Local Board Area,Upper Harbour,upper harbour,talb,2021,13100,26300,22100,9800,71300,37.2
Waiheke Local Board Area,Waiheke,waiheke,talb,1996,1340,2000,2360,980,6680,39.9
Waiheke Local Board Area,Waiheke,waiheke,talb,2001,1510,2120,2880,1040,7560,41.1
Waiheke Local Board Area,Waiheke,waiheke,talb,2006,1530,2380,3180,1060,8150,41.2
Waiheke Local Board Area,Waiheke,waiheke,talb,2013,1510,2090,3440,1590,8630,45.1
Waiheke Local Board Area,Waiheke,waiheke,talb,2018,1460,2390,3570,1950,9360,46.4
Waiheke Local Board Area,Waiheke,waiheke,talb,2019,1430,2460,3560,2030,9490,46.9
Waiheke Local Board Area,Waiheke,waiheke,talb,2020,1400,2630,3610,2140,9780,47.3
Waiheke Local Board Area,Waiheke,waiheke,talb,2021,1320,2630,3640,2200,9790,48
Waitākere Ranges Local Board Area,Waitākere Ranges,waitakere ranges,talb,1996,10800,16900,11600,2800,42100,31.9
Waitākere Ranges Local Board Area,Waitākere Ranges,waitakere ranges,talb,2001,11200,16500,13500,3200,44200,33.4
Waitākere Ranges Local Board Area,Waitākere Ranges,waitakere ranges,talb,2006,11400,17100,15500,3500,47500,34.5
Waitākere Ranges Local Board Area,Waitākere Ranges,waitakere ranges,talb,2013,11500,16600,17900,4800,50700,36.5
Waitākere Ranges Local Board Area,Waitākere Ranges,waitakere ranges,talb,2018,11500,18200,18800,5700,54200,36.7
Waitākere Ranges Local Board Area,Waitākere Ranges,waitakere ranges,talb,2019,11500,18300,19000,5900,54600,37
Waitākere Ranges Local Board Area,Waitākere Ranges,waitakere ranges,talb,2020,11600,18600,19300,6200,55700,37.1
Waitākere Ranges Local Board Area,Waitākere Ranges,waitakere ranges,talb,2021,11600,18600,19300,6400,55900,37.3
Waitematā Local Board Area,Waitematā,waitemata,talb,1996,6300,24200,11000,3400,44900,31.3
Waitematā Local Board Area,Waitematā,waitemata,talb,2001,6300,29200,13600,3400,52500,31.3
Waitematā Local Board Area,Waitematā,waitemata,talb,2006,6900,38600,17300,3800,66600,30.6
Waitematā Local Board Area,Waitematā,waitemata,talb,2013,8500,46000,21500,5400,81300,30.6
Waitematā Local Board Area,Waitematā,waitemata,talb,2018,8100,50400,22900,7000,88500,31.5
Waitematā Local Board Area,Waitematā,waitemata,talb,2019,8200,51600,23600,7400,90700,31.8
Waitematā Local Board Area,Waitematā,waitemata,talb,2020,8200,52500,24300,7900,92900,32.2
Waitematā Local Board Area,Waitematā,waitemata,talb,2021,7800,48400,24500,8300,89000,33.2
Whau Local Board Area,Whau,whau,talb,1996,13200,24300,15300,6900,59700,32.5
Whau Local Board Area,Whau,whau,talb,2001,14700,26000,18100,7400,66200,33.5
Whau Local Board Area,Whau,whau,talb,2006,15000,28800,21000,8400,73100,33.9
Whau Local Board Area,Whau,whau,talb,2013,15300,28800,23200,9400,76700,34.6
Whau Local Board Area,Whau,whau,talb,2018,15700,33700,24700,10000,84100,34.3
Whau Local Board Area,Whau,whau,talb,2019,16000,33900,25000,10300,85200,34.6
Whau Local Board Area,Whau,whau,talb,2020,16100,34000,25400,10700,86100,35.1
Whau Local Board Area,Whau,whau,talb,2021,16100,33000,25500,10900,85400,35.5
